id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
116849426,bfa3203b-309a-4856-a42b-8d330413181b,2022/04/21 1:51 PM,2022-04-21,2022-04-21 19:51:00 UTC,Mountain Time (US & Canada),1416261,t_shortell,Tim Shortell,2022-05-13 16:33:15 UTC,2022-09-12 17:09:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116849426,https://inaturalist-open-data.s3.amazonaws.com/photos/197278296/medium.jpeg,,"","",1,0,false,,"Gunnison County, CO, USA",38.92466,-107.2692633333,,,,,,,,false,,,Colorado,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
116867542,b9c58dfb-d86d-4687-bc5c-8558df095dc0,2022/04/18 10:45 AM,2022-04-18,2022-04-18 17:45:00 UTC,Pacific Time (US & Canada),3290062,alastair81,,2022-05-13 18:55:00 UTC,2024-11-30 13:32:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116867542,https://inaturalist-open-data.s3.amazonaws.com/photos/197309652/medium.jpeg,,"","",1,0,false,,"El Dorado County, CA, USA",38.970281408,-120.0921301375,61,,,,61,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
117650972,97b640e1-851d-4a69-b58a-09aa6c41d9e6,Wed May 18 2022 13:26:34 GMT-0600 (MDT),2022-05-18,2022-05-18 19:26:34 UTC,Mountain Time (US & Canada),502136,kyriforman,,2022-05-18 21:48:06 UTC,2024-06-18 01:19:59 UTC,research,,https://www.inaturalist.org/observations/117650972,https://static.inaturalist.org/photos/198714757/medium.jpg,,"","",2,0,false,3,"Uinta-Wasatch-Cache National Forest, Springville, UT, US",40.1363555,-111.51912,10,,,,10,,,false,,,Utah,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
117729766,3b7300a7-faed-4163-941f-295228f8d277,2022-05-17 12:31:08-07:00,2022-05-17,2022-05-17 19:31:08 UTC,Pacific Time (US & Canada),1351456,tullia,"",2022-05-19 14:25:55 UTC,2024-06-23 20:58:37 UTC,research,,https://www.inaturalist.org/observations/117729766,https://static.inaturalist.org/photos/198856970/medium.jpg,,"","",2,0,false,3,"Deschutes National Forest, Camp Sherman, OR, US",44.4432789398,-121.7028274615,2871,,,,2871,,,false,,,Oregon,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
118393234,b6f74be1-fd8f-41cf-a88f-73ef7c6db136,2022-05-19 15:32:59-07:00,2022-05-19,2022-05-19 22:32:59 UTC,Pacific Time (US & Canada),5708220,celestemott,,2022-05-23 17:12:57 UTC,2024-11-30 13:13:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118393234,https://inaturalist-open-data.s3.amazonaws.com/photos/200025816/medium.jpg,,"","Found while hiking to Faery Falls, Mt Shasta",1,0,false,3,"Shasta-Trinity National Forest, Mount Shasta, CA, US",41.262395,-122.3296666667,4,,,,4,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
118738490,0138e199-5cc0-4dc7-a6c9-582c39d81feb,2022/05/25 5:07 PM,2022-05-25,2022-05-26 00:07:00 UTC,Pacific Time (US & Canada),1650762,indignantchickadee,Kate Magoon,2022-05-26 03:18:52 UTC,2024-11-30 13:32:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118738490,https://static.inaturalist.org/photos/200650245/medium.jpg,,"",,1,0,false,,"Meeks Bay Trail, El Dorado County, CA, USA",39.0351915918,-120.133541934,263,,,,263,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
118745922,ae868da9-3411-44f7-b5a0-75a0811ca778,2022-05-21 14:01:29-07:00,2022-05-21,2022-05-21 21:01:29 UTC,Pacific Time (US & Canada),4068247,d_ehresman,D.Ehresman,2022-05-26 05:21:47 UTC,2024-11-30 13:23:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118745922,https://inaturalist-open-data.s3.amazonaws.com/photos/200665619/medium.jpg,,"","",2,0,false,3,"Trinity Alps Wilderness, Callahan, CA, US",41.228469583,-122.7780671336,471,,,,471,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
121976392,a21f026a-b9c5-4925-9af9-ddcd83832c8a,2022-06-14 13:59:27-07:00,2022-06-14,2022-06-14 20:59:27 UTC,Pacific Time (US & Canada),441699,bilgepump100,Bob,2022-06-16 04:41:27 UTC,2024-11-29 17:47:34 UTC,research,,https://www.inaturalist.org/observations/121976392,https://static.inaturalist.org/photos/206470266/medium.jpg,,"","",2,0,false,3,"Plumas National Forest, Blairsden Graeagle, CA, US",39.684155,-120.6784283333,4,,,,4,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
122183745,92398117-8b14-4f3b-937f-afd831b0418c,2022/06/15 2:07 PM,2022-06-15,2022-06-15 21:07:00 UTC,Pacific Time (US & Canada),505,dloarie,Don Loarie,2022-06-17 17:03:43 UTC,2024-11-29 17:46:51 UTC,research,CC-BY,https://www.inaturalist.org/observations/122183745,https://inaturalist-open-data.s3.amazonaws.com/photos/206843070/medium.jpg,,"",,1,0,false,,"Plumas County, CA, USA",39.699679625,-120.676715375,,,,,,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
122226524,375e0538-1437-4393-8318-a87053447371,2022/04/08 1:51 PM,2022-04-08,2022-04-08 20:51:00 UTC,Pacific Time (US & Canada),4086255,gilbertj,,2022-06-17 22:44:13 UTC,2024-11-30 13:33:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/122226524,https://inaturalist-open-data.s3.amazonaws.com/photos/206906251/medium.jpg,,"",,2,0,false,,"Siskiyou County, CA, USA",41.3037305556,-122.7265111111,,,,,,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
122343476,270b716a-5288-40b0-9e61-3bd4980116cd,2022-06-10 14:50:00-07:00,2022-06-10,2022-06-10 21:50:00 UTC,Pacific Time (US & Canada),5478351,locomotive,,2022-06-18 17:53:24 UTC,2023-01-08 00:25:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/122343476,https://inaturalist-open-data.s3.amazonaws.com/photos/207128203/medium.jpg,,"","",1,0,false,3,"Silver Creek, Markleeville, CA, US",38.493269143,-119.9811323567,24,,,,24,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
123115061,4587b944-5d7c-427a-89b6-bf06f5535902,Wed Jun 22 2022 15:26:00 GMT-0700 (PDT),2022-06-22,2022-06-22 22:26:00 UTC,Pacific Time (US & Canada),2768861,morganmomsen,Morgan Momsen,2022-06-23 18:19:51 UTC,2024-11-30 13:21:52 UTC,research,,https://www.inaturalist.org/observations/123115061,https://static.inaturalist.org/photos/208530448/medium.jpg,,"","",1,0,false,3,"Lake Tahoe Basin Management Unit, Georgetown, CA, US",38.8670583333,-120.0657805,17,,,,17,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
124324287,5113ce6f-ee27-4a82-8593-0cd3b830a294,2022-03-24 15:08:21-07:00,2022-03-24,2022-03-24 22:08:21 UTC,Arizona,1037709,apistopanchax,Josh Emm,2022-07-02 00:46:14 UTC,2024-10-19 19:48:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/124324287,https://inaturalist-open-data.s3.amazonaws.com/photos/210713912/medium.jpg,,"","",1,0,false,3,"Coronado National Forest, Hereford, AZ, US",31.4413487956,-110.3154093304,24,,,,24,,,false,,,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
125358093,a8476fd3-23f7-4a0c-81ab-3dfc10669595,2022/06/21 3:30 PM,2022-06-21,2022-06-21 22:30:00 UTC,Pacific Time (US & Canada),707342,shawneen,Shawneen Finnegan,2022-07-08 21:01:24 UTC,2024-09-02 16:33:48 UTC,research,,https://www.inaturalist.org/observations/125358093,https://static.inaturalist.org/photos/212568049/medium.jpeg,,"","",1,0,false,,"Linn County, OR, USA",44.4325525395,-121.9090605391,483,,,,483,,,false,,,Oregon,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
128411588,960ec8a4-cbb8-4689-b9b8-a94f3c78c3e5,2018/04/03 3:06 PM,2018-04-03,2018-04-03 22:06:00 UTC,Pacific Time (US & Canada),173818,tchester,Tom Chester,2022-07-29 05:41:12 UTC,2024-05-17 21:31:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/128411588,https://inaturalist-open-data.s3.amazonaws.com/photos/218114868/medium.jpg,,"",Moth was on Arctostaphylos patula.,1,0,false,,"Riverside County, CA, USA",33.61623,-116.64479,30,,,,30,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
138648758,12d2f980-f3c8-40d9-bb28-82ec9e7b77b1,2016/04/07 6:54 PM,2016-04-07,2016-04-08 00:54:00 UTC,Mountain Time (US & Canada),7682,nicky,Nicola van Berkel,2022-10-13 20:34:40 UTC,2024-05-04 01:08:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/138648758,https://inaturalist-open-data.s3.amazonaws.com/photos/237013318/medium.jpeg,,"","",1,0,false,,"Mesa Verde, Montezuma County, CO, USA",37.28004,-108.46148,3,,,,3,,,false,,,Colorado,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
143587799,2319af05-d170-4814-9d38-febbe9b08edb,2011/03/15 12:38 PM,2011-03-15,2011-03-15 19:38:00 UTC,Arizona,2291190,philly96,Philip Kline,2022-12-03 20:18:03 UTC,2024-07-08 12:14:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/143587799,https://inaturalist-open-data.s3.amazonaws.com/photos/246276176/medium.jpg,,"",,1,0,false,,"Pima County, AZ, USA",32.3368230252,-110.6934068802,395,,,,395,,,false,,,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
145386494,b3eacbfe-e4b0-484d-ac1d-792f2fcba605,2020/03/07 10:44 AM,2020-03-07,2020-03-07 17:44:00 UTC,Arizona,2128146,dalelpate,,2022-12-29 23:48:06 UTC,2024-10-19 20:05:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/145386494,https://inaturalist-open-data.s3.amazonaws.com/photos/249712351/medium.jpg,,"",,1,0,false,,"Cochise County, AZ, USA",32.0053430293,-109.349527359,61,,,,61,,,false,,,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
147011192,cf6e4ce8-95d2-4222-bf60-167b01c3e945,2022/03/26 8:35 AM,2022-03-26,2022-03-26 15:35:00 UTC,Pacific Time (US & Canada),172086,ekoberle,Eric Koberle,2023-01-21 07:33:15 UTC,2024-10-17 12:28:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/147011192,https://inaturalist-open-data.s3.amazonaws.com/photos/252882435/medium.jpg,,"",On Prunus fremontii,1,0,false,,"San Diego County, CA, USA",33.1940969167,-116.4847111111,,,,,,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
150777635,e80300c5-58ca-4f8a-9ce0-0fddcf35995a,2022/04/08 9:26 AM,2022-04-08,2022-04-08 16:26:00 UTC,Pacific Time (US & Canada),72329,jlboone2,Jim Boone,2023-03-11 00:40:04 UTC,2024-05-03 21:48:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/150777635,https://inaturalist-open-data.s3.amazonaws.com/photos/260046498/medium.jpg,,"","RX10_24132, RX10_24133, RX10_24134",1,0,false,,"Red Rock Canyon National Conservation Area, Clark, Nevada, United States",36.156184,-115.496591,3,,,,3,,,false,,,Nevada,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
150970102,b13c0055-846b-40f9-ab72-8a1fda90166a,2023/03/12 11:42 AM,2023-03-12,2023-03-12 18:42:00 UTC,Arizona,770371,janeyd,Jane Dixon,2023-03-12 21:16:07 UTC,2024-10-03 17:12:54 UTC,research,,https://www.inaturalist.org/observations/150970102,https://static.inaturalist.org/photos/260413901/medium.jpeg,,"",,1,0,false,,"Pima County, AZ, USA",32.337552154,-110.6877281483,61,,,,61,,,false,,,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
150994668,db7c7ce9-7011-41e8-9c9a-7e614f4b0256,2023-03-11 14:44:49,2023-03-11,2023-03-11 21:44:49 UTC,Arizona,4431571,thejsongiffo,,2023-03-13 01:20:57 UTC,2024-10-03 17:25:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/150994668,https://inaturalist-open-data.s3.amazonaws.com/photos/260461323/medium.jpeg,,"",Common,2,0,false,2,"Tucson, AZ 85749, USA",32.33604961,-110.7251702249,197,,,,197,,,false,gps,gps,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
151436837,3e089be1-4dab-402d-8cb1-aa3f55b7995f,2023/03/17 1:37 PM,2023-03-17,2023-03-17 20:37:00 UTC,Pacific Time (US & Canada),8172,bethpratt1,Beth Pratt,2023-03-17 23:55:55 UTC,2024-10-26 21:50:16 UTC,research,CC-BY,https://www.inaturalist.org/observations/151436837,https://inaturalist-open-data.s3.amazonaws.com/photos/261292784/medium.jpeg,,"",,1,0,false,,"Mariposa County, CA, USA",37.6079718288,-119.9700320266,522,,,,522,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
151630193,0c298455-f7cc-4996-bba9-c07e20b5519f,2023/03/17 2:14 PM,2023-03-17,2023-03-17 21:14:00 UTC,Pacific Time (US & Canada),579740,alex_cicindela_guy,"Alexander Harman, Ph. D.",2023-03-19 17:45:31 UTC,2024-10-06 01:30:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/151630193,https://inaturalist-open-data.s3.amazonaws.com/photos/261651387/medium.jpeg,,"",,2,0,false,,"San Benito County, CA, USA",36.5023270143,-121.2011633731,44,,,,44,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
152501658,915a71ca-53e7-433b-8bc2-804c217c5858,2023/03/17 12:02 PM,2023-03-17,2023-03-17 19:02:00 UTC,Pacific Time (US & Canada),789180,pinnaclesnp,Pinnacles National Park,2023-03-27 13:37:20 UTC,2024-10-06 01:30:18 UTC,research,CC-BY,https://www.inaturalist.org/observations/152501658,https://inaturalist-open-data.s3.amazonaws.com/photos/263268144/medium.jpg,,"",,1,0,false,,"San Benito County, CA, USA",36.5016566667,-121.1812533333,,,,,,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
152559662,2db205b9-2b32-4d57-8853-93764f9c334f,2023-03-27 11:35:56,2023-03-27,2023-03-27 18:35:56 UTC,Arizona,3133703,mmmmbugs,Adrienne van den Beemt,2023-03-27 22:48:28 UTC,2025-04-17 16:33:54 UTC,research,CC-BY,https://www.inaturalist.org/observations/152559662,https://inaturalist-open-data.s3.amazonaws.com/photos/263376471/medium.jpeg,,"",,1,0,false,2,"Sedona, AZ 86336, USA",34.9086694444,-111.8626222222,,,,,,,,false,gps,gps,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
152765987,4a509c9f-dfd1-4db0-8636-4ccc4cb32a33,2023-03-29 10:28:50-07:00,2023-03-29,2023-03-29 17:28:50 UTC,Arizona,1477244,jimrobj49,,2023-03-29 20:55:43 UTC,2024-10-03 17:25:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/152765987,https://inaturalist-open-data.s3.amazonaws.com/photos/263757481/medium.jpg,,"","",2,0,false,3,"Coronado National Forest, Tucson, AZ, US",32.378575,-110.6815716667,4,,,,4,,,false,,,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
152837019,bbbf3fc3-db3b-4407-ade4-7acf792a6747,2021/04/27,2021-04-27,,Pacific Time (US & Canada),951481,glennfine,Glenn Fine,2023-03-30 15:30:55 UTC,2023-03-31 07:04:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/152837019,https://inaturalist-open-data.s3.amazonaws.com/photos/263890536/medium.jpg,,"",,1,0,false,,"Siskiyou County, CA, USA",41.383242546,-122.4422192869,941,,,,941,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
152868930,24e09d9b-d858-4c6d-97ac-b17c4d001f1a,2023/03/17 1:05 PM,2023-03-17,2023-03-17 20:05:00 UTC,Pacific Time (US & Canada),2052181,e_r_harman,Emerson Harman,2023-03-30 21:10:29 UTC,2024-10-06 01:10:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/152868930,https://inaturalist-open-data.s3.amazonaws.com/photos/263947233/medium.jpg,,"",,1,0,false,,"San Benito County, CA, USA",36.4891854078,-121.1739094312,2206,,,,2206,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
152868945,535c67c5-b357-4210-8009-4e1bcefecbf1,2023/03/17 3:01 PM,2023-03-17,2023-03-17 22:01:00 UTC,Pacific Time (US & Canada),2052181,e_r_harman,Emerson Harman,2023-03-30 21:10:33 UTC,2024-10-06 01:30:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/152868945,https://inaturalist-open-data.s3.amazonaws.com/photos/263947514/medium.jpg,,"",,1,0,false,,"San Benito County, CA, USA",36.4891854078,-121.1739094312,2206,,,,2206,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153113703,da7e23f9-010b-4df2-a524-faf8dc1233d9,Sat Apr 01 2023 17:00:57 GMT-0700 (PDT),2023-04-01,2023-04-02 00:00:57 UTC,Pacific Time (US & Canada),3113939,dalemeister,,2023-04-02 00:11:02 UTC,2024-11-30 13:28:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153113703,https://inaturalist-open-data.s3.amazonaws.com/photos/264408937/medium.jpg,,"","",2,0,false,3,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",33.6050416667,-116.4395333333,35,,,,35,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153244973,f37980b7-3cdf-477b-b028-a30e8c649efa,Sun Apr 02 2023 14:55:00 GMT-0600 (MDT),2023-04-02,2023-04-02 20:55:00 UTC,Mountain Time (US & Canada),4925499,miguel1958,,2023-04-02 22:17:11 UTC,2024-09-20 01:18:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153244973,https://inaturalist-open-data.s3.amazonaws.com/photos/264653993/medium.jpg,,"","",1,0,false,3,"Bernalillo County, US-NM, US",35.133453419,-106.4660955766,10,,,,10,,,false,,,New Mexico,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153385561,fed971fe-a4aa-41c7-97ee-03f56bf3d475,2023-04-03 13:09:24-07:00,2023-04-03,2023-04-03 20:09:24 UTC,Pacific Time (US & Canada),492778,suburbanpoison,Stephen Clifford,2023-04-03 23:34:41 UTC,2024-11-24 02:13:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153385561,https://inaturalist-open-data.s3.amazonaws.com/photos/264914444/medium.jpg,,"","",1,0,false,3,"Magalia, CA, US",39.8074333333,-121.5698616667,4,,,,4,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153500987,4226313e-f395-4a8f-a2b2-42b6077f750c,Tue Apr 04 2023 15:49:05 GMT-0700 (PDT),2023-04-04,2023-04-04 22:49:05 UTC,Pacific Time (US & Canada),3113939,dalemeister,,2023-04-04 22:51:12 UTC,2024-09-18 18:43:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153500987,https://inaturalist-open-data.s3.amazonaws.com/photos/265127433/medium.jpg,,"",On Desert Apricot,2,0,false,3,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",33.6049640319,-116.4390334022,11,,,,11,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153681474,d8cf3be2-8663-4c78-9e5e-0f28656ab3ff,2023/04/04 1:21 PM,2023-04-04,2023-04-04 20:21:00 UTC,Pacific Time (US & Canada),1022225,aigner,Paul Aigner,2023-04-06 13:23:14 UTC,2024-11-30 13:26:51 UTC,research,,https://www.inaturalist.org/observations/153681474,https://static.inaturalist.org/photos/265461047/medium.jpeg,,"",,1,0,false,,"Lake, California, United States",38.8665383333,-122.401685,,,,,,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153681478,5fd6fb57-672e-49e4-a2eb-c3ef736416dd,2023/04/04 1:30 PM,2023-04-04,2023-04-04 20:30:00 UTC,Pacific Time (US & Canada),1022225,aigner,Paul Aigner,2023-04-06 13:23:15 UTC,2024-11-30 13:18:15 UTC,research,,https://www.inaturalist.org/observations/153681478,https://static.inaturalist.org/photos/265461081/medium.jpeg,,"",,1,0,false,,"Lake, California, United States",38.86654,-122.4016116667,,,,,,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153744380,a7f55d65-9756-4d17-8b99-d63b3ba0623d,Thu Apr 06 2023 15:43:00 GMT-0700 (PDT),2023-04-06,2023-04-06 22:43:00 UTC,Pacific Time (US & Canada),3113939,dalemeister,,2023-04-06 23:00:14 UTC,2024-11-30 13:14:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153744380,https://inaturalist-open-data.s3.amazonaws.com/photos/265577573/medium.jpg,,"","",2,0,false,3,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",33.6047966667,-116.4390466667,4,,,,4,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153976074,64e072ff-7655-496e-834d-9c52d38b3b60,2023/04/05 2:14 PM,2023-04-05,2023-04-05 21:14:00 UTC,Pacific Time (US & Canada),8172,bethpratt1,Beth Pratt,2023-04-08 18:36:11 UTC,2024-10-27 21:07:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/153976074,https://inaturalist-open-data.s3.amazonaws.com/photos/266002927/medium.jpeg,,"",,1,0,false,,"Mariposa County, CA, USA",37.6089918095,-119.9690880269,556,,,,556,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
153998543,7b2a80c9-bcdf-4e7f-bbd3-ec869a7b22ec,2023/04/08 2:47 PM,2023-04-08,2023-04-08 20:47:00 UTC,Mountain Time (US & Canada),4925499,miguel1958,,2023-04-08 20:57:50 UTC,2024-09-20 01:18:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/153998543,https://inaturalist-open-data.s3.amazonaws.com/photos/266040910/medium.png,,"",,1,0,false,,"Bernalillo County, NM, USA",35.1691337279,-106.3825224224,15,,,,15,,,false,,,New Mexico,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154009668,2b8ffc3f-b0f8-494b-ae21-08c9a3eb5293,Sat Apr 08 2023 15:07:54 GMT-0700 (PDT),2023-04-08,2023-04-08 22:07:54 UTC,Pacific Time (US & Canada),3113939,dalemeister,,2023-04-08 22:15:33 UTC,2024-11-30 13:28:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154009668,https://inaturalist-open-data.s3.amazonaws.com/photos/266064074/medium.jpg,,"","",1,0,false,3,"Santa Rosa and San Jacinto Mountains National Monument, Mountain Center, CA, US",33.6050416667,-116.439105,35,,,,35,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154143845,ff9e0d4e-ce94-422d-baef-f2e4a836b720,2023/04/08 12:35 PM,2023-04-08,2023-04-08 18:35:00 UTC,Mountain Time (US & Canada),1832178,anna_walker,Anna Walker,2023-04-09 18:41:25 UTC,2024-09-20 01:22:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154143845,https://inaturalist-open-data.s3.amazonaws.com/photos/266297596/medium.jpeg,,"",,1,0,false,,"Four Hills Village, Albuquerque, NM 87123, USA",35.0486220979,-106.4805877437,99,,,,99,,,false,,,New Mexico,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154192718,bef4859d-9319-47a0-b7aa-8464371d86d3,2023-04-09 13:53:21-07:00,2023-04-09,2023-04-09 20:53:21 UTC,Arizona,1904252,danish_reid,"",2023-04-09 23:42:19 UTC,2024-11-08 00:35:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154192718,https://inaturalist-open-data.s3.amazonaws.com/photos/266399184/medium.jpg,,"","",1,0,false,3,"Tonto National Forest, Pine, AZ, US",34.3614534158,-111.4805873091,370,,,,370,,,false,,,Arizona,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154285501,fcfec1a4-a831-421d-822e-1af5864623bc,2023-04-09 15:54:11-07:00,2023-04-09,2023-04-09 22:54:11 UTC,Pacific Time (US & Canada),4343654,gwentomologist,,2023-04-10 15:53:19 UTC,2024-11-30 13:18:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154285501,https://inaturalist-open-data.s3.amazonaws.com/photos/266572400/medium.jpg,,"","",1,0,false,3,"South Yuba River, Nevada City, CA, US",39.2984716667,-121.0870971667,4,,,,4,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154331616,7de8eaed-bd26-4237-ac6b-03a06cbfd505,2023-04-09 14:33:06,2023-04-09,2023-04-09 20:33:06 UTC,Mountain Time (US & Canada),2104861,gwatcherofb,Geneva Harstine,2023-04-10 21:05:53 UTC,2024-09-18 23:57:50 UTC,research,,https://www.inaturalist.org/observations/154331616,https://static.inaturalist.org/photos/266655106/medium.jpeg,,"",Visiting ground dampened by a snowmelt stream,1,0,false,2,"Albuquerque, NM 87122, USA",35.2060916667,-106.4806277778,,,,,,,,false,gps,gps,New Mexico,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154364056,b63d2118-a278-4a01-a98a-39d67bd2eff0,2023-04-09 10:19:35-07:00,2023-04-09,2023-04-09 17:19:35 UTC,Pacific Time (US & Canada),2597035,ivykae,,2023-04-11 01:40:38 UTC,2024-10-06 00:51:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154364056,https://inaturalist-open-data.s3.amazonaws.com/photos/266715222/medium.jpg,,"","",2,0,false,3,"Paicines, CA, US",36.3507883333,-120.8116783333,4,,,,4,,,false,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154378413,ab4fe460-9691-415a-a2ef-a2fb2c19bb08,2023-04-09 10:07:02-07:00,2023-04-09,2023-04-09 17:07:02 UTC,Pacific Time (US & Canada),5179,leptonia,Christian Schwarz,2023-04-11 04:10:54 UTC,2024-10-06 01:31:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154378413,https://inaturalist-open-data.s3.amazonaws.com/photos/266742388/medium.jpg,,"","",2,0,false,3,"California, US",36.3191823111,-120.8502115782,4,,,,28563,obscured,,true,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
154378426,962bc980-efd2-45c8-a364-b223add282da,2023-04-09 10:09:50-07:00,2023-04-09,2023-04-09 17:09:50 UTC,Pacific Time (US & Canada),5179,leptonia,Christian Schwarz,2023-04-11 04:11:10 UTC,2024-10-06 01:31:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/154378426,https://inaturalist-open-data.s3.amazonaws.com/photos/266742431/medium.jpg,,"","",2,0,false,3,"California, US",36.2906071678,-120.9290493675,4,,,,28563,obscured,,true,,,California,Litocala Moth,Litocala sexsignata,Litocala Moth,Insecta,343234
